subNo condition blockNo trialNo trialID currentFrequency cueTargetInterval randomPreCueInterval response responseAccuracy startTime responseTime RT
10 regular 1 1 1 73 2.500000e+00 0.281 faster 1 2.327815e+06 2.327819e+06 3.320
10 regular 1 2 2 47 2.500000e+00 0.170 faster 0 2.327820e+06 2.327824e+06 4.026
10 regular 1 3 3 75 2.500000e+00 0.455 faster 1 2.327825e+06 2.327829e+06 3.349
10 regular 1 4 4 73 2.500000e+00 0.441 faster 1 2.327830e+06 2.327834e+06 3.913
10 regular 1 5 5 73 2.500000e+00 0.228 faster 1 2.327835e+06 2.327839e+06 4.038
10 regular 1 6 6 49 2.500000e+00 0.275 faster 0 2.327840e+06 2.327844e+06 3.341
10 regular 1 7 7 73 2.500000e+00 0.433 faster 1 2.327845e+06 2.327848e+06 3.262
10 regular 1 8 8 73 2.500000e+00 0.159 faster 1 2.327849e+06 2.327852e+06 3.114
10 regular 1 9 9 71 2.500000e+00 0.290 faster 1 2.327854e+06 2.327857e+06 3.194
10 regular 1 10 10 49 2.500000e+00 0.578 faster 0 2.327859e+06 2.327862e+06 3.074
10 regular 1 11 11 72 2.500000e+00 0.404 faster 1 2.327863e+06 2.327867e+06 3.472
10 regular 1 12 12 71 2.500000e+00 0.244 faster 1 2.327868e+06 2.327871e+06 3.536
10 regular 1 13 13 49 2.500000e+00 0.442 slower 1 2.327872e+06 2.327876e+06 3.413
10 regular 1 14 14 70 2.500000e+00 0.459 faster 1 2.327878e+06 2.327881e+06 3.022
10 regular 1 15 15 50 2.500000e+00 0.406 faster 0 2.327882e+06 2.327886e+06 3.357
10 regular 1 16 16 49 2.500000e+00 0.428 faster 0 2.327887e+06 2.327891e+06 3.206
10 regular 1 17 17 72 2.500000e+00 0.542 faster 1 2.327892e+06 2.327895e+06 3.102
10 regular 1 18 18 71 2.500000e+00 0.577 faster 1 2.327896e+06 2.327900e+06 3.337
10 regular 1 19 19 49 2.500000e+00 0.461 faster 0 2.327901e+06 2.327904e+06 3.630
10 regular 1 20 20 72 2.500000e+00 0.216 faster 1 2.327905e+06 2.327909e+06 3.181
10 regular 1 21 21 71 2.500000e+00 0.363 faster 1 2.327910e+06 2.327914e+06 3.411
10 regular 1 22 22 49 2.500000e+00 0.148 faster 0 2.327915e+06 2.327919e+06 3.859
10 regular 1 23 23 72 2.500000e+00 0.293 faster 1 2.327920e+06 2.327923e+06 3.676
10 regular 1 24 24 49 2.500000e+00 0.325 faster 0 2.327925e+06 2.327928e+06 3.248
10 regular 1 25 25 48 2.500000e+00 0.199 slower 1 2.327930e+06 2.327933e+06 3.100
10 regular 1 26 26 72 2.500000e+00 0.324 faster 1 2.327934e+06 2.327938e+06 3.243
10 regular 1 27 27 49 2.500000e+00 0.256 slower 1 2.327939e+06 2.327942e+06 3.145
10 regular 1 28 28 71 2.500000e+00 0.328 faster 1 2.327943e+06 2.327947e+06 3.524
10 regular 1 29 29 70 2.500000e+00 0.167 faster 1 2.327948e+06 2.327952e+06 3.457
10 regular 1 30 30 70 2.500000e+00 0.537 faster 1 2.327953e+06 2.327957e+06 3.386
10 regular 1 31 31 51 2.500000e+00 0.268 faster 0 2.327957e+06 2.327961e+06 3.673
10 regular 1 32 32 70 2.500000e+00 0.299 faster 1 2.327963e+06 2.327966e+06 3.318
10 regular 1 33 33 50 2.500000e+00 0.134 faster 0 2.327967e+06 2.327971e+06 3.184
10 regular 1 34 34 71 2.500000e+00 0.207 faster 1 2.327972e+06 2.327975e+06 3.163
10 regular 1 35 35 50 2.500000e+00 0.231 slower 1 2.327976e+06 2.327980e+06 3.527
10 regular 1 36 36 50 2.500000e+00 0.279 faster 0 2.327981e+06 2.327985e+06 3.514
10 regular 1 37 37 49 2.500000e+00 0.541 faster 0 2.327987e+06 2.327990e+06 3.043
10 regular 1 38 38 48 2.500000e+00 0.372 slower 1 2.327992e+06 2.327995e+06 3.407
10 regular 1 39 39 71 2.500000e+00 0.585 faster 1 2.327997e+06 2.328000e+06 3.277
10 regular 1 40 40 49 2.500000e+00 0.441 faster 0 2.328002e+06 2.328005e+06 3.138
10 regular 1 41 41 48 2.500000e+00 0.184 slower 1 2.328007e+06 2.328011e+06 3.736
10 regular 1 42 42 71 2.500000e+00 0.438 faster 1 2.328013e+06 2.328016e+06 3.169
10 regular 1 43 43 71 2.500000e+00 0.234 faster 1 2.328017e+06 2.328020e+06 3.249
10 regular 1 44 44 70 2.500000e+00 0.208 faster 1 2.328021e+06 2.328025e+06 3.333
10 regular 1 45 45 50 2.500000e+00 0.467 faster 0 2.328026e+06 2.328029e+06 3.335
10 regular 1 46 46 71 2.500000e+00 0.386 faster 1 2.328030e+06 2.328034e+06 3.219
10 regular 1 47 47 70 2.500000e+00 0.566 faster 1 2.328035e+06 2.328039e+06 3.340
10 regular 1 48 48 50 2.500000e+00 0.141 slower 1 2.328040e+06 2.328044e+06 3.722
10 regular 1 49 49 51 2.500000e+00 0.507 slower 1 2.328046e+06 2.328049e+06 3.437
10 regular 1 50 50 51 2.500000e+00 0.578 slower 1 2.328051e+06 2.328054e+06 3.428
10 regular 1 51 51 68 2.500000e+00 0.547 slower 0 2.328056e+06 2.328059e+06 3.106
10 regular 1 52 52 51 2.500000e+00 0.447 faster 0 2.328062e+06 2.328066e+06 4.315
10 regular 1 53 53 70 2.500000e+00 0.452 slower 0 2.328068e+06 2.328072e+06 3.717
10 regular 1 54 54 71 2.500000e+00 0.168 slower 0 2.328073e+06 2.328076e+06 3.170
10 regular 1 55 55 72 2.500000e+00 0.376 faster 1 2.328078e+06 2.328081e+06 3.254
10 regular 1 56 56 48 2.500000e+00 0.190 faster 0 2.328083e+06 2.328086e+06 3.923
10 regular 1 57 57 47 2.500000e+00 0.170 slower 1 2.328088e+06 2.328091e+06 3.100
10 regular 1 58 58 72 2.500000e+00 0.207 faster 1 2.328092e+06 2.328096e+06 3.436
10 regular 1 59 59 48 2.500000e+00 0.371 faster 0 2.328097e+06 2.328101e+06 3.776
10 regular 1 60 60 47 2.500000e+00 0.485 faster 0 2.328103e+06 2.328107e+06 3.718
10 regular 1 61 61 46 2.500000e+00 0.571 slower 1 2.328109e+06 2.328112e+06 3.233
10 regular 1 62 62 47 2.500000e+00 0.441 slower 1 2.328114e+06 2.328117e+06 3.301
10 regular 1 63 63 73 2.500000e+00 0.357 faster 1 2.328118e+06 2.328121e+06 3.158
10 regular 1 64 64 72 2.500000e+00 0.292 faster 1 2.328122e+06 2.328126e+06 3.276
10 regular 1 65 65 48 2.500000e+00 0.487 slower 1 2.328127e+06 2.328130e+06 3.365
10 regular 1 66 66 71 2.500000e+00 0.269 faster 1 2.328132e+06 2.328135e+06 3.314
10 regular 1 67 67 71 2.500000e+00 0.377 faster 1 2.328136e+06 2.328140e+06 3.255
10 regular 1 68 68 50 2.500000e+00 0.594 faster 0 2.328142e+06 2.328145e+06 3.285
10 regular 1 69 69 49 2.500000e+00 0.365 faster 0 2.328147e+06 2.328150e+06 3.124
10 regular 1 70 70 48 2.500000e+00 0.202 slower 1 2.328152e+06 2.328155e+06 3.240
10 regular 1 71 71 48 2.500000e+00 0.588 faster 0 2.328157e+06 2.328161e+06 4.131
10 regular 1 72 72 47 2.500000e+00 0.269 slower 1 2.328163e+06 2.328166e+06 3.683
10 regular 1 73 73 48 2.500000e+00 0.421 faster 0 2.328168e+06 2.328172e+06 3.593
10 regular 1 74 74 73 2.500000e+00 0.504 faster 1 2.328174e+06 2.328177e+06 3.158
10 regular 1 75 75 47 2.500000e+00 0.413 faster 0 2.328179e+06 2.328182e+06 3.147
10 regular 1 76 76 74 2.500000e+00 0.591 faster 1 2.328183e+06 2.328186e+06 3.150
10 regular 1 77 77 47 2.500000e+00 0.248 slower 1 2.328187e+06 2.328191e+06 3.263
10 regular 1 78 78 73 2.500000e+00 0.397 faster 1 2.328193e+06 2.328196e+06 3.308
10 regular 1 79 79 48 2.500000e+00 0.151 faster 0 2.328199e+06 2.328203e+06 4.252
10 regular 1 80 80 73 2.500000e+00 0.410 faster 1 2.328204e+06 2.328208e+06 4.113
10 regular 1 81 81 73 2.500000e+00 0.426 faster 1 2.328210e+06 2.328213e+06 3.481
10 regular 1 82 82 48 2.500000e+00 0.323 slower 1 2.328215e+06 2.328219e+06 3.987
10 regular 1 83 83 72 2.500000e+00 0.349 faster 1 2.328221e+06 2.328224e+06 3.076
10 regular 1 84 84 49 2.500000e+00 0.431 slower 1 2.328225e+06 2.328229e+06 3.456
10 regular 1 85 85 49 2.500000e+00 0.466 slower 1 2.328232e+06 2.328236e+06 3.733
10 regular 1 86 86 50 2.500000e+00 0.330 faster 0 2.328237e+06 2.328241e+06 3.144
10 regular 1 87 87 71 2.500000e+00 0.270 faster 1 2.328242e+06 2.328245e+06 3.001
10 regular 1 88 88 49 2.500000e+00 0.570 faster 0 2.328248e+06 2.328251e+06 3.419
