subNo condition blockNo trialNo trialID currentFrequency cueTargetInterval randomPreCueInterval response responseAccuracy startTime responseTime RT
30 regular 1 1 1 37 2.500000e+00 0.296 slower 1 2.079861e+06 2.079865e+06 3.883
30 regular 1 2 2 37 2.500000e+00 0.112 slower 1 2.079865e+06 2.079869e+06 3.645
30 regular 1 3 3 81 2.500000e+00 0.592 faster 1 2.079871e+06 2.079874e+06 3.108
30 regular 1 4 4 81 2.500000e+00 0.164 faster 1 2.079875e+06 2.079879e+06 3.845
30 regular 1 5 5 41 2.500000e+00 0.131 slower 1 2.079880e+06 2.079884e+06 3.332
30 regular 1 6 6 41 2.500000e+00 0.275 slower 1 2.079884e+06 2.079888e+06 3.201
30 regular 1 7 7 43 2.500000e+00 0.482 slower 1 2.079889e+06 2.079892e+06 3.207
30 regular 1 8 8 77 2.500000e+00 0.370 faster 1 2.079893e+06 2.079897e+06 3.364
30 regular 1 9 9 45 2.500000e+00 0.255 slower 1 2.079898e+06 2.079901e+06 3.422
30 regular 1 10 10 45 2.500000e+00 0.255 slower 1 2.079903e+06 2.079906e+06 3.338
30 regular 1 11 11 47 2.500000e+00 0.379 faster 0 2.079907e+06 2.079910e+06 3.102
30 regular 1 12 12 45 2.500000e+00 0.575 faster 0 2.079912e+06 2.079915e+06 3.686
30 regular 1 13 13 77 2.500000e+00 0.342 faster 1 2.079917e+06 2.079920e+06 3.340
30 regular 1 14 14 43 2.500000e+00 0.538 faster 0 2.079922e+06 2.079925e+06 3.353
30 regular 1 15 15 79 2.500000e+00 0.331 faster 1 2.079926e+06 2.079929e+06 3.416
30 regular 1 16 16 77 2.500000e+00 0.188 faster 1 2.079931e+06 2.079934e+06 3.308
30 regular 1 17 17 77 2.500000e+00 0.431 faster 1 2.079935e+06 2.079939e+06 3.235
30 regular 1 18 18 45 2.500000e+00 0.486 slower 1 2.079940e+06 2.079944e+06 3.390
30 regular 1 19 19 45 2.500000e+00 0.113 faster 0 2.079945e+06 2.079949e+06 3.765
30 regular 1 20 20 43 2.500000e+00 0.471 slower 1 2.079950e+06 2.079953e+06 3.720
30 regular 1 21 21 76 2.500000e+00 0.260 faster 1 2.079955e+06 2.079958e+06 3.253
30 regular 1 22 22 76 2.500000e+00 0.153 faster 1 2.079959e+06 2.079962e+06 3.138
30 regular 1 23 23 75 2.500000e+00 0.265 slower 0 2.079963e+06 2.079967e+06 3.706
30 regular 1 24 24 44 2.500000e+00 0.566 slower 1 2.079969e+06 2.079972e+06 3.750
30 regular 1 25 25 76 2.500000e+00 0.558 faster 1 2.079974e+06 2.079977e+06 3.250
30 regular 1 26 26 45 2.500000e+00 0.456 slower 1 2.079978e+06 2.079982e+06 3.186
30 regular 1 27 27 45 2.500000e+00 0.474 slower 1 2.079983e+06 2.079986e+06 3.233
30 regular 1 28 28 46 2.500000e+00 0.156 slower 1 2.079988e+06 2.079991e+06 3.384
30 regular 1 29 29 74 2.500000e+00 0.443 faster 1 2.079992e+06 2.079996e+06 3.256
30 regular 1 30 30 73 2.500000e+00 0.581 faster 1 2.079997e+06 2.080001e+06 3.426
30 regular 1 31 31 73 2.500000e+00 0.464 faster 1 2.080002e+06 2.080005e+06 3.187
30 regular 1 32 32 72 2.500000e+00 0.461 faster 1 2.080007e+06 2.080010e+06 3.249
30 regular 1 33 33 48 2.500000e+00 0.228 faster 0 2.080011e+06 2.080015e+06 3.814
30 regular 1 34 34 73 2.500000e+00 0.482 faster 1 2.080017e+06 2.080020e+06 3.749
30 regular 1 35 35 48 2.500000e+00 0.579 faster 0 2.080022e+06 2.080026e+06 3.686
30 regular 1 36 36 47 2.500000e+00 0.526 slower 1 2.080027e+06 2.080031e+06 3.410
30 regular 1 37 37 73 2.500000e+00 0.317 faster 1 2.080032e+06 2.080035e+06 3.452
30 regular 1 38 38 48 2.500000e+00 0.510 faster 0 2.080037e+06 2.080041e+06 3.944
30 regular 1 39 39 47 2.500000e+00 0.471 slower 1 2.080042e+06 2.080046e+06 3.665
30 regular 1 40 40 73 2.500000e+00 0.466 faster 1 2.080047e+06 2.080051e+06 3.323
30 regular 1 41 41 48 2.500000e+00 0.162 faster 0 2.080051e+06 2.080055e+06 3.578
30 regular 1 42 42 47 2.500000e+00 0.159 faster 0 2.080056e+06 2.080060e+06 3.638
30 regular 1 43 43 74 2.500000e+00 0.103 faster 1 2.080061e+06 2.080064e+06 3.258
30 regular 1 44 44 46 2.500000e+00 0.242 slower 1 2.080066e+06 2.080069e+06 3.300
30 regular 1 45 45 47 2.500000e+00 0.464 faster 0 2.080070e+06 2.080074e+06 3.765
30 regular 1 46 46 46 2.500000e+00 0.388 faster 0 2.080076e+06 2.080079e+06 3.473
30 regular 1 47 47 75 2.500000e+00 0.241 slower 0 2.080080e+06 2.080084e+06 3.557
30 regular 1 48 48 44 2.500000e+00 0.238 slower 1 2.080085e+06 2.080089e+06 4.095
30 regular 1 49 49 76 2.500000e+00 0.491 slower 0 2.080090e+06 2.080094e+06 3.453
30 regular 1 50 50 43 2.500000e+00 0.173 slower 1 2.080095e+06 2.080099e+06 3.981
30 regular 1 51 51 76 2.500000e+00 0.467 faster 1 2.080100e+06 2.080105e+06 4.181
30 regular 1 52 52 44 2.500000e+00 0.122 faster 0 2.080106e+06 2.080109e+06 3.485
30 regular 1 53 53 77 2.500000e+00 0.156 slower 0 2.080110e+06 2.080113e+06 3.332
30 regular 1 54 54 42 2.500000e+00 0.247 slower 1 2.080115e+06 2.080118e+06 3.296
30 regular 1 55 55 43 2.500000e+00 0.167 faster 0 2.080119e+06 2.080123e+06 3.426
30 regular 1 56 56 42 2.500000e+00 0.188 slower 1 2.080124e+06 2.080127e+06 3.408
30 regular 1 57 57 42 2.500000e+00 0.521 slower 1 2.080129e+06 2.080132e+06 3.302
30 regular 1 58 58 43 2.500000e+00 0.427 slower 1 2.080133e+06 2.080137e+06 3.344
30 regular 1 59 59 43 2.500000e+00 0.207 slower 1 2.080138e+06 2.080141e+06 3.191
30 regular 1 60 60 76 2.500000e+00 0.598 slower 0 2.080143e+06 2.080146e+06 3.678
30 regular 1 61 61 43 2.500000e+00 0.546 slower 1 2.080148e+06 2.080151e+06 3.281
30 regular 1 62 62 43 2.500000e+00 0.171 slower 1 2.080152e+06 2.080156e+06 3.439
30 regular 1 63 63 44 2.500000e+00 0.288 slower 1 2.080157e+06 2.080160e+06 3.249
30 regular 1 64 64 76 2.500000e+00 0.263 faster 1 2.080163e+06 2.080166e+06 3.319
30 regular 1 65 65 75 2.500000e+00 0.215 faster 1 2.080167e+06 2.080170e+06 3.194
30 regular 1 66 66 75 2.500000e+00 0.578 faster 1 2.080172e+06 2.080175e+06 3.489
30 regular 1 67 67 74 2.500000e+00 0.324 faster 1 2.080176e+06 2.080179e+06 3.258
30 regular 1 68 68 74 2.500000e+00 0.144 slower 0 2.080180e+06 2.080185e+06 4.372
30 regular 1 69 69 45 2.500000e+00 0.471 faster 0 2.080186e+06 2.080190e+06 3.376
30 regular 1 70 70 76 2.500000e+00 0.328 faster 1 2.080191e+06 2.080194e+06 3.387
30 regular 1 71 71 75 2.500000e+00 0.531 faster 1 2.080196e+06 2.080199e+06 3.365
30 regular 1 72 72 75 2.500000e+00 0.252 faster 1 2.080201e+06 2.080205e+06 3.544
30 regular 1 73 73 74 2.500000e+00 0.446 faster 1 2.080207e+06 2.080210e+06 3.866
30 regular 1 74 74 74 2.500000e+00 0.510 faster 1 2.080212e+06 2.080215e+06 3.284
30 regular 1 75 75 47 2.500000e+00 0.312 faster 0 2.080216e+06 2.080220e+06 3.446
30 regular 1 76 76 74 2.500000e+00 0.302 faster 1 2.080221e+06 2.080225e+06 3.687
30 regular 1 77 77 74 2.500000e+00 0.159 faster 1 2.080226e+06 2.080230e+06 3.434
30 regular 1 78 78 73 2.500000e+00 0.497 faster 1 2.080232e+06 2.080235e+06 3.511
30 regular 1 79 79 73 2.500000e+00 0.573 slower 0 2.080237e+06 2.080240e+06 3.368
30 regular 1 80 80 46 2.500000e+00 0.294 slower 1 2.080241e+06 2.080245e+06 3.487
30 regular 1 81 81 73 2.500000e+00 0.360 faster 1 2.080246e+06 2.080250e+06 3.622
30 regular 1 82 82 73 2.500000e+00 0.502 faster 1 2.080251e+06 2.080255e+06 3.788
30 regular 1 83 83 48 2.500000e+00 0.471 faster 0 2.080257e+06 2.080260e+06 3.385
30 regular 1 84 84 73 2.500000e+00 0.141 faster 1 2.080261e+06 2.080265e+06 3.903
30 regular 1 85 85 73 2.500000e+00 0.424 faster 1 2.080267e+06 2.080270e+06 3.351
30 regular 1 86 86 48 2.500000e+00 0.183 slower 1 2.080271e+06 2.080275e+06 3.745
30 regular 1 87 87 72 2.500000e+00 0.161 faster 1 2.080277e+06 2.080280e+06 3.441
30 regular 1 88 88 71 2.500000e+00 0.488 faster 1 2.080282e+06 2.080285e+06 3.387
30 regular 1 89 89 49 2.500000e+00 0.540 faster 0 2.080287e+06 2.080290e+06 3.328
30 regular 1 90 90 48 2.500000e+00 0.155 slower 1 2.080291e+06 2.080295e+06 3.418
30 regular 1 91 91 71 2.500000e+00 0.360 slower 0 2.080296e+06 2.080300e+06 3.926
30 regular 1 92 92 48 2.500000e+00 0.202 faster 0 2.080301e+06 2.080304e+06 3.304
30 regular 1 93 93 73 2.500000e+00 0.212 faster 1 2.080305e+06 2.080309e+06 3.621
30 regular 1 94 94 73 2.500000e+00 0.464 faster 1 2.080311e+06 2.080314e+06 3.191
30 regular 1 95 95 48 2.500000e+00 0.498 faster 0 2.080316e+06 2.080319e+06 3.351
30 regular 1 96 96 73 2.500000e+00 0.376 faster 1 2.080321e+06 2.080324e+06 3.816
30 regular 1 97 97 47 2.500000e+00 0.332 slower 1 2.080326e+06 2.080330e+06 3.430
30 regular 1 98 98 72 2.500000e+00 0.124 faster 1 2.080331e+06 2.080334e+06 3.572
30 regular 1 99 99 72 2.500000e+00 0.452 faster 1 2.080336e+06 2.080340e+06 3.828
30 regular 1 100 100 49 2.500000e+00 0.144 faster 0 2.080341e+06 2.080344e+06 3.523
30 irregular 2 1 101 48 1.500000e+00 0.375 faster 0 2.080367e+06 2.080370e+06 3.121
30 irregular 2 2 102 47 3 0.113 slower 1 2.080370e+06 2.080375e+06 4.065
30 irregular 2 3 103 47 3 0.419 faster 0 2.080376e+06 2.080380e+06 4.003
30 irregular 2 4 104 46 2.500000e+00 0.274 slower 1 2.080381e+06 2.080385e+06 3.795
30 irregular 2 5 105 73 3 0.438 faster 1 2.080386e+06 2.080390e+06 3.748
30 irregular 2 6 106 73 1.500000e+00 0.262 faster 1 2.080391e+06 2.080393e+06 2.246
30 irregular 2 7 107 72 1 0.494 faster 1 2.080395e+06 2.080397e+06 1.759
30 irregular 2 8 108 48 2.500000e+00 0.322 slower 1 2.080398e+06 2.080401e+06 3.643
30 irregular 2 9 109 49 1.500000e+00 0.460 faster 0 2.080403e+06 2.080405e+06 2.299
30 irregular 2 10 110 48 1 0.308 faster 0 2.080406e+06 2.080409e+06 2.123
30 irregular 2 11 111 47 1.500000e+00 0.540 slower 1 2.080410e+06 2.080412e+06 2.268
30 irregular 2 12 112 73 1 0.398 faster 1 2.080414e+06 2.080415e+06 1.616
30 irregular 2 13 113 48 1 0.187 faster 0 2.080416e+06 2.080418e+06 1.634
30 irregular 2 14 114 73 1 0.189 faster 1 2.080419e+06 2.080421e+06 1.949
30 irregular 2 15 115 47 2.500000e+00 0.520 slower 1 2.080423e+06 2.080426e+06 3.288
30 irregular 2 16 116 48 1.500000e+00 0.494 slower 1 2.080428e+06 2.080430e+06 2.815
30 irregular 2 17 117 48 2 0.577 slower 1 2.080432e+06 2.080434e+06 2.785
30 irregular 2 18 118 71 2 0.534 faster 1 2.080436e+06 2.080439e+06 2.719
30 irregular 2 19 119 71 2 0.223 faster 1 2.080439e+06 2.080442e+06 2.744
30 irregular 2 20 120 70 1 0.132 faster 1 2.080443e+06 2.080445e+06 1.764
30 irregular 2 21 121 50 1 0.507 faster 0 2.080446e+06 2.080448e+06 1.801
30 irregular 2 22 122 71 2.500000e+00 0.221 faster 1 2.080449e+06 2.080452e+06 3.187
30 irregular 2 23 123 50 3 0.437 slower 1 2.080454e+06 2.080458e+06 3.693
