subNo condition blockNo trialNo trialID currentFrequency cueTargetInterval randomPreCueInterval response responseAccuracy startTime responseTime RT
13 irregular 1 1 1 69 3 0.410 faster 1 2.601593e+06 2.601598e+06 4.387
13 irregular 1 2 2 51 2.500000e+00 0.520 faster 0 2.601601e+06 2.601604e+06 3.578
13 irregular 1 3 3 71 1.500000e+00 0.437 faster 1 2.601606e+06 2.601609e+06 2.486
13 irregular 1 4 4 51 2.500000e+00 0.408 faster 0 2.601610e+06 2.601615e+06 4.343
13 irregular 1 5 5 49 1 0.459 faster 0 2.601617e+06 2.601619e+06 1.760
13 irregular 1 6 6 73 1 0.503 faster 1 2.601621e+06 2.601622e+06 1.785
13 irregular 1 7 7 47 3 0.321 slower 1 2.601623e+06 2.601628e+06 4.301
13 irregular 1 8 8 49 1.500000e+00 0.160 slower 1 2.601630e+06 2.601632e+06 2.652
13 irregular 1 9 9 49 1.500000e+00 0.547 slower 1 2.601634e+06 2.601637e+06 2.401
13 irregular 1 10 10 50 2.500000e+00 0.389 slower 1 2.601639e+06 2.601642e+06 3.288
13 irregular 1 11 11 70 1.500000e+00 0.433 slower 0 2.601644e+06 2.601646e+06 2.464
13 irregular 1 12 12 49 2 0.513 slower 1 2.601648e+06 2.601651e+06 2.805
13 irregular 1 13 13 50 2.500000e+00 0.452 slower 1 2.601652e+06 2.601656e+06 3.318
13 irregular 1 14 14 50 3 0.152 slower 1 2.601656e+06 2.601660e+06 3.786
13 irregular 1 15 15 51 3 0.169 slower 1 2.601661e+06 2.601665e+06 3.718
13 irregular 1 16 16 51 2 0.206 slower 1 2.601666e+06 2.601669e+06 3.044
13 irregular 1 17 17 52 1 0.443 slower 1 2.601671e+06 2.601673e+06 2.215
13 irregular 1 18 18 68 2.500000e+00 0.234 faster 1 2.601675e+06 2.601679e+06 3.838
13 irregular 1 19 19 67 1.500000e+00 0.438 faster 1 2.601681e+06 2.601684e+06 2.945
13 irregular 1 20 20 67 2 0.287 faster 1 2.601685e+06 2.601689e+06 3.218
13 irregular 1 21 21 54 3 0.165 faster 0 2.601690e+06 2.601694e+06 4.200
13 irregular 1 22 22 67 1.500000e+00 0.341 faster 1 2.601696e+06 2.601698e+06 2.587
13 irregular 1 23 23 53 3 0.464 slower 1 2.601699e+06 2.601704e+06 4.679
13 irregular 1 24 24 66 2.500000e+00 0.144 faster 1 2.601706e+06 2.601709e+06 3.254
13 irregular 1 25 25 54 1 0.144 faster 0 2.601711e+06 2.601713e+06 2.220
