subNo condition blockNo trialNo trialID currentFrequency cueTargetInterval randomPreCueInterval response responseAccuracy startTime responseTime RT
23 irregular 1 1 1 75 1 0.327 faster 1 2.515825e+05 2.515842e+05 1.767
23 irregular 1 2 2 75 3 0.352 slower 0 2.515862e+05 2.515905e+05 4.288
23 irregular 1 3 3 43 1 0.428 slower 1 2.515916e+05 2.515940e+05 2.425
23 irregular 1 4 4 45 2.500000e+00 0.421 slower 1 2.515951e+05 2.515985e+05 3.382
23 irregular 1 5 5 75 1.500000e+00 0.497 faster 1 2.516001e+05 2.516023e+05 2.129
23 irregular 1 6 6 47 2 0.475 slower 1 2.516039e+05 2.516067e+05 2.813
23 irregular 1 7 7 73 1.500000e+00 0.322 faster 1 2.516077e+05 2.516101e+05 2.376
23 irregular 1 8 8 71 2 0.470 slower 0 2.516116e+05 2.516147e+05 3.083
23 irregular 1 9 9 73 1.500000e+00 0.529 faster 1 2.516159e+05 2.516181e+05 2.222
23 irregular 1 10 10 73 1.500000e+00 0.410 faster 1 2.516192e+05 2.516216e+05 2.431
23 irregular 1 11 11 71 2.500000e+00 0.425 faster 1 2.516227e+05 2.516262e+05 3.498
23 irregular 1 12 12 71 1.500000e+00 0.162 faster 1 2.516275e+05 2.516302e+05 2.615
23 irregular 1 13 13 70 3 0.176 slower 0 2.516310e+05 2.516350e+05 4.015
23 irregular 1 14 14 71 2 0.226 faster 1 2.516363e+05 2.516395e+05 3.194
23 irregular 1 15 15 49 3 0.418 faster 0 2.516406e+05 2.516445e+05 3.901
23 irregular 1 16 16 48 2.500000e+00 0.199 slower 1 2.516459e+05 2.516498e+05 3.924
23 irregular 1 17 17 71 2 0.260 faster 1 2.516513e+05 2.516541e+05 2.882
23 irregular 1 18 18 49 2.500000e+00 0.165 faster 0 2.516550e+05 2.516585e+05 3.464
23 irregular 1 19 19 48 2 0.254 slower 1 2.516594e+05 2.516622e+05 2.778
23 irregular 1 20 20 49 3 0.520 slower 1 2.516639e+05 2.516677e+05 3.794
23 irregular 1 21 21 49 2 0.575 slower 1 2.516693e+05 2.516721e+05 2.834
23 irregular 1 22 22 50 1 0.410 slower 1 2.516732e+05 2.516752e+05 1.924
23 irregular 1 23 23 50 3 0.347 slower 1 2.516762e+05 2.516805e+05 4.253
23 irregular 1 24 24 69 1.500000e+00 0.460 slower 0 2.516820e+05 2.516847e+05 2.669
23 irregular 1 25 25 70 1 0.399 faster 1 2.516862e+05 2.516882e+05 2.025
23 irregular 1 26 26 50 3 0.220 slower 1 2.516895e+05 2.516932e+05 3.664
23 irregular 1 27 27 69 1 0.509 slower 0 2.516943e+05 2.516966e+05 2.233
23 irregular 1 28 28 50 1.500000e+00 0.568 slower 1 2.516978e+05 2.517004e+05 2.570
23 irregular 1 29 29 50 2.500000e+00 0.273 slower 1 2.517015e+05 2.517051e+05 3.639
