subNo condition blockNo trialNo trialID currentFrequency cueTargetInterval randomPreCueInterval response responseAccuracy startTime responseTime RT
22 regular 1 1 1 70 2 0.121 faster 1 3.814778e+06 3.814781e+06 2.753
22 regular 1 2 2 70 2 0.570 faster 1 3.814783e+06 3.814785e+06 2.660
22 regular 1 3 3 68 2 0.408 faster 1 3.814787e+06 3.814790e+06 2.880
22 regular 1 4 4 68 2 0.351 faster 1 3.814791e+06 3.814794e+06 3.007
22 regular 1 5 5 54 2 0.295 slower 1 3.814796e+06 3.814799e+06 3.013
22 regular 1 6 6 54 2 0.130 faster 0 3.814800e+06 3.814803e+06 2.724
22 regular 1 7 7 68 2 0.117 slower 0 3.814804e+06 3.814807e+06 3.113
22 regular 1 8 8 50 2 0.546 faster 0 3.814808e+06 3.814811e+06 2.965
22 regular 1 9 9 48 2 0.586 slower 1 3.814813e+06 3.814817e+06 3.662
22 regular 1 10 10 50 2 0.598 slower 1 3.814819e+06 3.814822e+06 3.419
22 regular 1 11 11 70 2 0.207 faster 1 3.814824e+06 3.814826e+06 2.827
22 regular 1 12 12 52 2 0.267 slower 1 3.814827e+06 3.814830e+06 2.779
22 regular 1 13 13 52 2 0.118 faster 0 3.814831e+06 3.814833e+06 2.639
22 regular 1 14 14 50 2 0.493 slower 1 3.814835e+06 3.814838e+06 2.914
22 regular 1 15 15 68 2 0.526 slower 0 3.814840e+06 3.814843e+06 3.625
22 regular 1 16 16 51 2 0.467 faster 0 3.814845e+06 3.814848e+06 2.909
22 regular 1 17 17 70 2 0.191 faster 1 3.814849e+06 3.814852e+06 2.953
22 regular 1 18 18 70 2 0.450 faster 1 3.814853e+06 3.814856e+06 2.812
22 regular 1 19 19 51 2 0.240 slower 1 3.814858e+06 3.814861e+06 3.153
22 regular 1 20 20 69 2 0.286 slower 0 3.814862e+06 3.814865e+06 2.839
22 regular 1 21 21 50 2 0.332 slower 1 3.814867e+06 3.814870e+06 3.023
22 regular 1 22 22 69 2 0.418 faster 1 3.814871e+06 3.814873e+06 2.843
22 regular 1 23 23 51 2 0.319 faster 0 3.814875e+06 3.814879e+06 3.092
22 regular 1 24 24 50 2 0.274 slower 1 3.814880e+06 3.814883e+06 3.140
22 regular 1 25 25 69 2 0.363 slower 0 3.814885e+06 3.814888e+06 3.085
22 regular 1 26 26 70 2 0.336 faster 1 3.814889e+06 3.814892e+06 2.901
22 regular 1 27 27 70 2 0.226 faster 1 3.814893e+06 3.814897e+06 3.249
22 regular 1 28 28 69 2 0.183 slower 0 3.814898e+06 3.814901e+06 3.355
22 regular 1 29 29 50 2 0.388 slower 1 3.814902e+06 3.814905e+06 2.738
22 regular 1 30 30 70 2 0.191 slower 0 3.814906e+06 3.814910e+06 3.745
22 regular 1 31 31 49 2 0.345 slower 1 3.814911e+06 3.814914e+06 3.649
22 regular 1 32 32 50 2 0.486 slower 1 3.814916e+06 3.814920e+06 3.799
22 regular 1 33 33 50 2 0.346 faster 0 3.814921e+06 3.814925e+06 3.206
22 regular 1 34 34 49 2 0.475 faster 0 3.814926e+06 3.814930e+06 3.695
22 regular 1 35 35 72 2 0.121 faster 1 3.814930e+06 3.814933e+06 3.027
22 regular 1 36 36 71 2 0.565 faster 1 3.814935e+06 3.814937e+06 2.689
22 regular 1 37 37 71 2 0.514 faster 1 3.814939e+06 3.814941e+06 2.863
22 regular 1 38 38 70 2 0.105 slower 0 3.814942e+06 3.814946e+06 3.433
22 regular 1 39 39 71 2 0.409 slower 0 3.814948e+06 3.814951e+06 3.291
22 regular 1 40 40 48 2 0.438 slower 1 3.814953e+06 3.814956e+06 3.072
22 regular 1 41 41 72 2 0.430 faster 1 3.814957e+06 3.814960e+06 2.950
22 regular 1 42 42 71 2 0.157 faster 1 3.814962e+06 3.814964e+06 2.754
22 regular 1 43 43 49 2 0.100 slower 1 3.814965e+06 3.814968e+06 3.325
22 regular 1 44 44 50 2 0.149 slower 1 3.814969e+06 3.814972e+06 2.934
22 regular 1 45 45 70 2 0.142 faster 1 3.814973e+06 3.814976e+06 2.876
22 regular 1 46 46 51 2 0.272 slower 1 3.814977e+06 3.814980e+06 3.449
22 regular 1 47 47 69 2 0.163 faster 1 3.814981e+06 3.814984e+06 2.886
22 regular 1 48 48 52 2 0.438 faster 0 3.814986e+06 3.814989e+06 2.914
22 regular 1 49 49 69 2 0.105 slower 0 3.814990e+06 3.814993e+06 3.174
22 regular 1 50 50 70 2 0.521 faster 1 3.814994e+06 3.814998e+06 3.539
22 regular 1 51 51 70 2 0.295 slower 0 3.814999e+06 3.815002e+06 3.112
22 regular 1 52 52 49 2 0.163 slower 1 3.815003e+06 3.815006e+06 3.210
22 regular 1 53 53 70 2 0.244 faster 1 3.815007e+06 3.815010e+06 2.826
22 regular 1 54 54 50 2 0.592 slower 1 3.815011e+06 3.815014e+06 2.955
22 regular 1 55 55 69 2 0.270 faster 1 3.815015e+06 3.815019e+06 3.541
22 regular 1 56 56 69 2 0.398 faster 1 3.815020e+06 3.815023e+06 2.959
22 regular 1 57 57 52 2 0.275 slower 1 3.815024e+06 3.815027e+06 3.089
22 regular 1 58 58 68 2 0.577 faster 1 3.815029e+06 3.815032e+06 2.740
22 regular 1 59 59 67 2 0.447 faster 1 3.815033e+06 3.815037e+06 3.345
22 regular 1 60 60 67 2 0.437 faster 1 3.815038e+06 3.815041e+06 3.260
22 regular 1 61 61 54 2 0.420 faster 0 3.815042e+06 3.815045e+06 2.906
22 regular 1 62 62 53 2 0.419 faster 0 3.815047e+06 3.815050e+06 3.281
22 regular 1 63 63 52 2 0.392 faster 0 3.815051e+06 3.815054e+06 2.728
22 regular 1 64 64 51 2 0.145 slower 1 3.815055e+06 3.815059e+06 3.010
22 regular 1 65 65 51 2 0.349 slower 1 3.815060e+06 3.815064e+06 3.758
22 regular 1 66 66 52 2 0.203 slower 1 3.815066e+06 3.815069e+06 3.018
22 regular 1 67 67 52 2 0.179 faster 0 3.815070e+06 3.815073e+06 2.858
22 regular 1 68 68 51 2 0.542 faster 0 3.815075e+06 3.815078e+06 2.970
22 regular 1 69 69 70 2 0.198 faster 1 3.815079e+06 3.815082e+06 2.803
22 regular 1 70 70 51 2 0.533 slower 1 3.815084e+06 3.815087e+06 3.225
22 regular 1 71 71 69 2 0.356 faster 1 3.815088e+06 3.815091e+06 2.735
22 regular 1 72 72 52 2 0.502 faster 0 3.815092e+06 3.815095e+06 2.822
22 regular 1 73 73 51 2 0.384 faster 0 3.815096e+06 3.815100e+06 3.209
22 regular 1 74 74 70 2 0.149 faster 1 3.815100e+06 3.815103e+06 2.980
22 regular 1 75 75 50 2 0.413 slower 1 3.815105e+06 3.815108e+06 2.757
22 regular 1 76 76 69 2 0.358 faster 1 3.815109e+06 3.815112e+06 2.813
22 regular 1 77 77 51 2 0.466 slower 1 3.815114e+06 3.815116e+06 2.737
22 regular 1 78 78 52 2 0.587 slower 1 3.815118e+06 3.815121e+06 3.136
22 regular 1 79 79 52 2 0.161 faster 0 3.815122e+06 3.815125e+06 2.958
22 regular 1 80 80 51 2 0.118 slower 1 3.815126e+06 3.815129e+06 3.204
22 regular 1 81 81 52 2 0.325 faster 0 3.815130e+06 3.815133e+06 3.135
22 regular 1 82 82 69 2 0.249 slower 0 3.815134e+06 3.815138e+06 3.328
22 regular 1 83 83 50 2 0.302 slower 1 3.815139e+06 3.815143e+06 3.952
22 regular 1 84 84 50 2 0.190 slower 1 3.815143e+06 3.815146e+06 2.917
22 regular 1 85 85 69 2 0.265 faster 1 3.815148e+06 3.815151e+06 3.440
22 regular 1 86 86 69 2 0.546 slower 0 3.815152e+06 3.815156e+06 3.367
22 regular 1 87 87 70 2 0.176 slower 0 3.815157e+06 3.815161e+06 3.460
22 regular 1 88 88 71 2 0.505 faster 1 3.815162e+06 3.815165e+06 3.226
22 regular 1 89 89 70 2 0.192 faster 1 3.815166e+06 3.815170e+06 3.303
22 regular 1 90 90 50 2 0.314 slower 1 3.815171e+06 3.815174e+06 2.801
22 regular 1 91 91 69 2 0.226 faster 1 3.815176e+06 3.815178e+06 2.696
22 regular 1 92 92 51 2 0.471 slower 1 3.815180e+06 3.815183e+06 2.997
22 regular 1 93 93 68 2 0.583 faster 1 3.815185e+06 3.815187e+06 2.743
22 regular 1 94 94 52 2 0.565 slower 1 3.815189e+06 3.815192e+06 3.197
22 regular 1 95 95 67 2 0.470 slower 0 3.815193e+06 3.815196e+06 3.368
