subNo condition blockNo trialNo trialID currentFrequency cueTargetInterval randomPreCueInterval response responseAccuracy startTime responseTime RT
11 irregular 1 1 1 55 1 0.405 slower 1 2.331306e+06 2.331308e+06 2.003
11 irregular 1 2 2 65 2 0.181 faster 1 2.331309e+06 2.331311e+06 2.750
11 irregular 1 3 3 63 2.500000e+00 0.578 faster 1 2.331313e+06 2.331317e+06 4.219
11 irregular 1 4 4 57 2 0.355 faster 0 2.331318e+06 2.331321e+06 3.056
11 irregular 1 5 5 55 2 0.227 slower 1 2.331322e+06 2.331325e+06 3.284
11 irregular 1 6 6 57 2 0.221 faster 0 2.331326e+06 2.331329e+06 3.243
11 irregular 1 7 7 55 2.500000e+00 0.390 none 2 2.331331e+06 2.331336e+06 5.500
11 irregular 1 8 8 55 2 0.249 slower 1 2.331337e+06 2.331340e+06 2.698
11 irregular 1 9 9 55 3 0.460 slower 1 2.331341e+06 2.331345e+06 3.799
11 irregular 1 10 10 57 1 0.474 slower 1 2.331346e+06 2.331348e+06 1.949
11 irregular 1 11 11 63 1 0.272 slower 0 2.331349e+06 2.331351e+06 1.917
11 irregular 1 12 12 56 1.500000e+00 0.478 slower 1 2.331352e+06 2.331354e+06 2.409
11 irregular 1 13 13 63 1.500000e+00 0.408 faster 1 2.331355e+06 2.331358e+06 2.693
11 irregular 1 14 14 63 2 0.582 faster 1 2.331359e+06 2.331362e+06 3.057
11 irregular 1 15 15 62 2.500000e+00 0.436 faster 1 2.331363e+06 2.331367e+06 3.270
11 irregular 1 16 16 62 1.500000e+00 0.449 faster 1 2.331368e+06 2.331371e+06 3.569
11 irregular 1 17 17 61 1.500000e+00 0.486 faster 1 2.331372e+06 2.331375e+06 2.532
11 irregular 1 18 18 59 1 0.434 slower 1 2.331376e+06 2.331378e+06 1.811
11 irregular 1 19 19 61 2 0.158 slower 0 2.331379e+06 2.331382e+06 3.387
11 irregular 1 20 20 62 2 0.232 slower 0 2.331383e+06 2.331386e+06 3.002
11 irregular 1 21 21 63 1 0.337 slower 0 2.331387e+06 2.331389e+06 2.179
11 irregular 1 22 22 56 3 0.264 faster 0 2.331390e+06 2.331394e+06 4.177
11 irregular 1 23 23 65 2.500000e+00 0.365 faster 1 2.331395e+06 2.331399e+06 3.235
11 irregular 1 24 24 65 2 0.130 faster 1 2.331399e+06 2.331402e+06 2.678
11 irregular 1 25 25 64 3 0.383 faster 1 2.331403e+06 2.331407e+06 3.802
11 irregular 1 26 26 56 2 0.542 slower 1 2.331408e+06 2.331411e+06 3.214
11 irregular 1 27 27 63 1.500000e+00 0.384 slower 0 2.331412e+06 2.331416e+06 3.213
11 irregular 1 28 28 56 1.500000e+00 0.241 slower 1 2.331416e+06 2.331419e+06 2.920
11 irregular 1 29 29 64 3 0.132 slower 0 2.331420e+06 2.331425e+06 5.168
11 irregular 1 30 30 65 3 0.368 faster 1 2.331426e+06 2.331430e+06 3.832
11 irregular 1 31 31 64 2.500000e+00 0.335 slower 0 2.331431e+06 2.331436e+06 5.123
11 irregular 1 32 32 55 2.500000e+00 0.542 slower 1 2.331437e+06 2.331441e+06 3.426
11 irregular 1 33 33 55 2.500000e+00 0.245 slower 1 2.331442e+06 2.331446e+06 4.405
11 irregular 1 34 34 56 1 0.548 slower 1 2.331447e+06 2.331449e+06 1.946
11 irregular 1 35 35 56 2.500000e+00 0.265 faster 0 2.331450e+06 2.331454e+06 3.501
11 irregular 1 36 36 65 2.500000e+00 0.377 faster 1 2.331455e+06 2.331458e+06 3.416
11 irregular 1 37 37 64 2.500000e+00 0.575 faster 1 2.331459e+06 2.331464e+06 4.190
11 irregular 1 38 38 56 1.500000e+00 0.296 slower 1 2.331465e+06 2.331468e+06 3.298
11 irregular 1 39 39 63 1 0.557 faster 1 2.331469e+06 2.331471e+06 2.148
11 irregular 1 40 40 57 2 0.359 slower 1 2.331472e+06 2.331475e+06 3.047
11 irregular 1 41 41 62 2 0.584 slower 0 2.331477e+06 2.331480e+06 3.653
11 irregular 1 42 42 57 1.500000e+00 0.203 slower 1 2.331481e+06 2.331484e+06 2.449
11 irregular 1 43 43 57 2.500000e+00 0.561 slower 1 2.331485e+06 2.331488e+06 3.421
11 irregular 1 44 44 62 3 0.309 slower 0 2.331489e+06 2.331493e+06 3.956
11 irregular 1 45 45 63 1 0.592 faster 1 2.331494e+06 2.331497e+06 2.282
11 irregular 1 46 46 63 3 0.152 faster 1 2.331497e+06 2.331502e+06 4.612
11 irregular 1 47 47 62 2 0.175 faster 1 2.331503e+06 2.331506e+06 3.140
11 irregular 1 48 48 58 1 0.136 slower 1 2.331507e+06 2.331510e+06 2.901
11 irregular 1 49 49 61 2.500000e+00 0.257 slower 0 2.331511e+06 2.331515e+06 4.467
11 irregular 1 50 50 58 1.500000e+00 0.554 slower 1 2.331516e+06 2.331520e+06 3.970
11 irregular 1 51 51 62 2.500000e+00 0.516 slower 0 2.331522e+06 2.331526e+06 4.362
11 irregular 1 52 52 63 1.500000e+00 0.546 slower 0 2.331527e+06 2.331530e+06 2.399
11 irregular 1 53 53 56 2 0.367 slower 1 2.331531e+06 2.331533e+06 2.864
11 irregular 1 54 54 57 2 0.440 slower 1 2.331535e+06 2.331538e+06 3.392
11 irregular 1 55 55 57 1 0.203 slower 1 2.331539e+06 2.331542e+06 3.180
11 irregular 1 56 56 58 1 0.212 slower 1 2.331543e+06 2.331545e+06 2.033
11 irregular 1 57 57 58 2 0.187 faster 0 2.331546e+06 2.331549e+06 3.754
11 irregular 1 58 58 63 1 0.255 slower 0 2.331550e+06 2.331553e+06 2.273
11 irregular 1 59 59 56 2.500000e+00 0.504 slower 1 2.331554e+06 2.331558e+06 3.718
11 irregular 1 60 60 63 3 0.485 faster 1 2.331559e+06 2.331563e+06 4.256
11 irregular 1 61 61 57 1.500000e+00 0.228 faster 0 2.331564e+06 2.331566e+06 2.579
11 irregular 1 62 62 64 1 0.320 faster 1 2.331567e+06 2.331570e+06 2.060
11 irregular 1 63 63 63 1.500000e+00 0.357 slower 0 2.331571e+06 2.331573e+06 2.354
11 irregular 1 64 64 64 1 0.329 slower 0 2.331574e+06 2.331576e+06 2.084
11 irregular 1 65 65 65 1.500000e+00 0.374 slower 0 2.331577e+06 2.331581e+06 3.607
11 irregular 1 66 66 54 1.500000e+00 0.337 slower 1 2.331582e+06 2.331584e+06 2.693
11 irregular 1 67 67 54 1 0.284 slower 1 2.331585e+06 2.331588e+06 3.210
11 irregular 1 68 68 55 2 0.273 slower 1 2.331589e+06 2.331592e+06 2.960
11 irregular 1 69 69 65 1 0.145 slower 0 2.331593e+06 2.331595e+06 1.850
11 irregular 1 70 70 66 3 0.477 slower 0 2.331596e+06 2.331600e+06 3.908
11 irregular 1 71 71 53 3 0.318 slower 1 2.331601e+06 2.331605e+06 4.406
11 irregular 1 72 72 54 2.500000e+00 0.424 slower 1 2.331607e+06 2.331610e+06 3.882
11 irregular 1 73 73 66 1 0.595 faster 1 2.331612e+06 2.331614e+06 1.909
11 irregular 1 74 74 55 3 0.226 slower 1 2.331615e+06 2.331618e+06 3.983
11 irregular 1 75 75 55 1.500000e+00 0.500 faster 0 2.331620e+06 2.331622e+06 2.326
11 irregular 1 76 76 66 2.500000e+00 0.206 slower 0 2.331623e+06 2.331626e+06 3.184
11 irregular 1 77 77 67 2 0.445 slower 0 2.331627e+06 2.331631e+06 3.948
11 irregular 1 78 78 68 3 0.548 slower 0 2.331632e+06 2.331637e+06 5.146
11 irregular 1 79 79 51 2.500000e+00 0.547 slower 1 2.331639e+06 2.331643e+06 4.116
11 irregular 1 80 80 52 3 0.197 slower 1 2.331644e+06 2.331648e+06 3.946
11 irregular 1 81 81 52 2.500000e+00 0.346 slower 1 2.331649e+06 2.331653e+06 4.262
11 irregular 1 82 82 53 3 0.484 slower 1 2.331654e+06 2.331659e+06 5.056
11 irregular 1 83 83 67 1.500000e+00 0.575 faster 1 2.331660e+06 2.331663e+06 2.379
11 irregular 1 84 84 66 3 0.246 faster 1 2.331664e+06 2.331667e+06 3.816
11 irregular 1 85 85 54 1.500000e+00 0.556 slower 1 2.331669e+06 2.331671e+06 2.483
11 irregular 1 86 86 55 1.500000e+00 0.571 slower 1 2.331672e+06 2.331675e+06 2.427
11 irregular 1 87 87 65 1.500000e+00 0.295 slower 0 2.331676e+06 2.331679e+06 3.239
11 irregular 1 88 88 66 2.500000e+00 0.472 slower 0 2.331680e+06 2.331685e+06 4.149
11 irregular 1 89 89 53 3 0.590 slower 1 2.331687e+06 2.331692e+06 5.005
11 irregular 1 90 90 66 3 0.578 faster 1 2.331694e+06 2.331697e+06 3.702
11 irregular 1 91 91 54 3 0.234 faster 0 2.331698e+06 2.331704e+06 5.932
11 irregular 1 92 92 53 1 0.142 slower 1 2.331705e+06 2.331707e+06 1.835
11 irregular 1 93 93 66 2 0.526 faster 1 2.331708e+06 2.331711e+06 3.193
11 irregular 1 94 94 66 1 0.377 faster 1 2.331712e+06 2.331715e+06 2.614
11 irregular 1 95 95 55 3 0.587 slower 1 2.331716e+06 2.331722e+06 5.956
11 irregular 1 96 96 55 2.500000e+00 0.250 faster 0 2.331723e+06 2.331726e+06 3.589
11 irregular 1 97 97 66 2 0.318 slower 0 2.331727e+06 2.331732e+06 4.294
11 irregular 1 98 98 53 1 0.189 slower 1 2.331733e+06 2.331735e+06 2.652
11 irregular 1 99 99 54 3 0.595 slower 1 2.331737e+06 2.331742e+06 5.109
11 irregular 1 100 100 66 1.500000e+00 0.494 faster 1 2.331743e+06 2.331746e+06 3.416
11 regular 2 1 101 65 3 0.571 slower 0 2.331801e+06 2.331807e+06 5.543
11 regular 2 2 102 66 3 0.465 faster 1 2.331808e+06 2.331812e+06 4.165
11 regular 2 3 103 66 3 0.288 faster 1 2.331813e+06 2.331817e+06 4.376
11 regular 2 4 104 55 3 0.138 slower 1 2.331818e+06 2.331822e+06 4.047
11 regular 2 5 105 65 3 0.302 faster 1 2.331823e+06 2.331828e+06 4.701
11 regular 2 6 106 56 3 0.450 slower 1 2.331829e+06 2.331833e+06 3.934
11 regular 2 7 107 56 3 0.115 slower 1 2.331834e+06 2.331838e+06 4.040
11 regular 2 8 108 63 3 0.523 slower 0 2.331839e+06 2.331843e+06 3.859
11 regular 2 9 109 56 3 0.271 faster 0 2.331844e+06 2.331848e+06 3.823
11 regular 2 10 110 65 3 0.521 slower 0 2.331849e+06 2.331854e+06 4.263
11 regular 2 11 111 66 3 0.466 faster 1 2.331855e+06 2.331859e+06 3.926
11 regular 2 12 112 54 3 0.290 slower 1 2.331860e+06 2.331864e+06 3.941
11 regular 2 13 113 65 3 0.421 slower 0 2.331865e+06 2.331869e+06 3.867
